"POSTAL_CODE","CITY_NAME","CITY_TYPE","PROVINCE_ABBR","PROVINCE_NAME","WAREHOUSE_LOAD_DATE"
"A0C 1E0","Bunyans Cove","D","NL","Newfoundland",25-MAY-23
"A0C 1G0","Burgoynes Cove","D","NL","Newfoundland",25-MAY-23
"A0C 1H0","Cannings Cove","D","NL","Newfoundland",25-MAY-23
"A0C 1J0","Catalina","D","NL","Newfoundland",25-MAY-23
"A0C 1K0","Charleston","D","NL","Newfoundland",25-MAY-23
"A0C 1L0","Charlottetown","D","NL","Newfoundland",25-MAY-23
"A0C 1M0","Duntara","D","NL","Newfoundland",25-MAY-23
"A0C 1N0","Elliston","D","NL","Newfoundland",25-MAY-23
"A0C 1P0","Hickmans Harbour","D","NL","Newfoundland",25-MAY-23
"A0C 1R0","Keels","D","NL","Newfoundland",25-MAY-23
"A0C 1S0","Kings Cove","D","NL","Newfoundland",25-MAY-23
"A0C 1T0","Knights Cove","D","NL","Newfoundland",25-MAY-23
"A0C 1V0","Lethbridge","D","NL","Newfoundland",25-MAY-23
"A0C 1W0","Little Catalina","D","NL","Newfoundland",25-MAY-23
"A0C 1Y0","Melrose","D","NL","Newfoundland",25-MAY-23
"A0C 1Z0","Musgravetown","D","NL","Newfoundland",25-MAY-23
"A0C 2A0","Newmans Cove","D","NL","Newfoundland",25-MAY-23
"A0C 2B0","Open Hall","D","NL","Newfoundland",25-MAY-23
"A0C 2C0","Plate Cove East","D","NL","Newfoundland",25-MAY-23
"A0C 2E0","Plate Cove West","D","NL","Newfoundland",25-MAY-23
"A0C 2G0","Port Blandford","D","NL","Newfoundland",25-MAY-23
"A0C 2H0","Port Rexton","D","NL","Newfoundland",25-MAY-23
"A0C 2J0","Port Union","D","NL","Newfoundland",25-MAY-23
"A0C 2K0","Princeton","D","NL","Newfoundland",25-MAY-23
"A0C 2M0","Southern Bay","D","NL","Newfoundland",25-MAY-23
"A0C 2N0","Summerville","D","NL","Newfoundland",25-MAY-23
"A0C 2P0","Sweet Bay","D","NL","Newfoundland",25-MAY-23
"A0C 2R0","Tickle Cove","D","NL","Newfoundland",25-MAY-23
"A0C 2S0","Trinity TB","D","NL","Newfoundland",25-MAY-23
"A0E 0A1","Baine Harbour","D","NL","Newfoundland",25-MAY-23
"A0E 0A2","Burin","D","NL","Newfoundland",25-MAY-23
"A0E 0A3","English Harbour East","D","NL","Newfoundland",25-MAY-23
"A0E 0A4","Garnish","D","NL","Newfoundland",25-MAY-23
"A0E 0A5","Lamaline","D","NL","Newfoundland",25-MAY-23
"A0E 0A6","Marystown","D","NL","Newfoundland",25-MAY-23
"A0E 0A7","Swift Current","D","NL","Newfoundland",25-MAY-23
"A0E 0A8","Grand Bank","D","NL","Newfoundland",25-MAY-23
"A0E 0A9","Hillview","D","NL","Newfoundland",25-MAY-23
"A0E 0B1","Lawn","D","NL","Newfoundland",25-MAY-23
"A0E 0B2","Red Harbour PB","D","NL","Newfoundland",25-MAY-23
"A0E 0B3","St Bernards-Jacques Fontaine","D","NL","Newfoundland",25-MAY-23
"A0E 0B4","Lewins Cove","D","NL","Newfoundland",25-MAY-23
"A0E 0B5","Monkstown","D","NL","Newfoundland",25-MAY-23
"A0E 0B6","Garden Cove PB","D","NL","Newfoundland",25-MAY-23
"A0E 0B7","Terrenceville","D","NL","Newfoundland",25-MAY-23
"A0E 0B8","Hodges Cove","D","NL","Newfoundland",25-MAY-23
"A0E 0B9","Little Bay East","D","NL","Newfoundland",25-MAY-23
"A0E 0C1","Burin Bay Arm","D","NL","Newfoundland",25-MAY-23
"A0E 0C2","Gooseberry Cove","D","NL","Newfoundland",25-MAY-23
"A0E 0C3","Harbour Mille","D","NL","Newfoundland",25-MAY-23
"A0E 0C4","South East Bight","D","NL","Newfoundland",25-MAY-23
"A0E 0C5","Creston","D","NL","Newfoundland",25-MAY-23
"A0E 0C6","Parkers Cove","D","NL","Newfoundland",25-MAY-23
"A0E 0C7","Fortune","D","NL","Newfoundland",25-MAY-23
"A0E 0C8","Creston North","D","NL","Newfoundland",25-MAY-23
"A0E 0C9","Rushoon","D","NL","Newfoundland",25-MAY-23
"A0E 0E1","Epworth","D","NL","Newfoundland",25-MAY-23
"A0E 0E2","Grand Beach","D","NL","Newfoundland",25-MAY-23
"A0E 0E3","St Lawrence","D","NL","Newfoundland",25-MAY-23
"A0E 1A0","Baine Harbour","D","NL","Newfoundland",25-MAY-23
"A0E 1B0","Bay l'Argent","D","NL","Newfoundland",25-MAY-23
"A0E 1C0","Boat Harbour West","D","NL","Newfoundland",25-MAY-23
"A0E 1E0","Burin","D","NL","Newfoundland",25-MAY-23
"A0E 1G0","Burin Bay Arm","D","NL","Newfoundland",25-MAY-23
"A0E 1H0","Parkers Cove","D","NL","Newfoundland",25-MAY-23
"A0E 1K0","Creston","D","NL","Newfoundland",25-MAY-23
"A0E 1L0","Creston North","D","NL","Newfoundland",25-MAY-23
"A0E 1M0","English Harbour East","D","NL","Newfoundland",25-MAY-23
"A0E 1N0","Epworth","D","NL","Newfoundland",25-MAY-23
"A0E 1P0","Fortune","D","NL","Newfoundland",25-MAY-23
"A0E 1R0","Frenchmans Cove FB","D","NL","Newfoundland",25-MAY-23
"A0E 1S0","Garden Cove PB","D","NL","Newfoundland",25-MAY-23
"A0E 1T0","Garnish","D","NL","Newfoundland",25-MAY-23
"A0E 1V0","Gooseberry Cove","D","NL","Newfoundland",25-MAY-23
"A0E 1W0","Grand Bank","D","NL","Newfoundland",25-MAY-23
"A0E 1X0","Grand Beach","D","NL","Newfoundland",25-MAY-23
"A0E 1Y0","Grand le Pierre","D","NL","Newfoundland",25-MAY-23
"A0E 1Z0","Harbour Mille","D","NL","Newfoundland",25-MAY-23
"A0E 2A0","Hillview","D","NL","Newfoundland",25-MAY-23
"A0E 2B0","Hodges Cove","D","NL","Newfoundland",25-MAY-23
"A0E 2C0","Lamaline","D","NL","Newfoundland",25-MAY-23
"A0E 2E0","Lawn","D","NL","Newfoundland",25-MAY-23
"A0E 2G0","Lewins Cove","D","NL","Newfoundland",25-MAY-23
"A0E 2H0","Little Bay PB","D","NL","Newfoundland",25-MAY-23
"A0E 2J0","Little Bay East","D","NL","Newfoundland",25-MAY-23
"A0E 2K0","Little Hearts Ease","D","NL","Newfoundland",25-MAY-23
"A0E 2L0","Little St Lawrence","D","NL","Newfoundland",25-MAY-23
"A0E 2M0","Marystown","D","NL","Newfoundland",25-MAY-23
"A0E 2N0","North Harbour PB","D","NL","Newfoundland",25-MAY-23
"A0E 2P0","North West Brook","D","NL","Newfoundland",25-MAY-23
"A0E 2R0","Red Harbour PB","D","NL","Newfoundland",25-MAY-23
"A0E 2S0","Rushoon","D","NL","Newfoundland",25-MAY-23
"A0E 2T0","St Bernards-Jacques Fontaine","D","NL","Newfoundland",25-MAY-23
"A0E 2V0","St Lawrence","D","NL","Newfoundland",25-MAY-23
"A0E 2W0","Swift Current","D","NL","Newfoundland",25-MAY-23
"A0E 2X0","Terrenceville","D","NL","Newfoundland",25-MAY-23
"A0E 2Y0","Winterland","D","NL","Newfoundland",25-MAY-23
"A0E 2Z0","Monkstown","D","NL","Newfoundland",25-MAY-23
"A0E 3A0","Petite Forte","D","NL","Newfoundland",25-MAY-23
"A0E 3B0","South East Bight","D","NL","Newfoundland",25-MAY-23
"A0G 0A1","Aspen Cove","D","NL","Newfoundland",25-MAY-23
"A0G 0A2","Cottlesville","D","NL","Newfoundland",25-MAY-23
"A0G 0A3","Eastport","D","NL","Newfoundland",25-MAY-23
"A0G 0A4","Hare Bay BB","D","NL","Newfoundland",25-MAY-23
"A0G 0A5","Indian Bay BB","D","NL","Newfoundland",25-MAY-23
"A0G 0A6","Norris Arm","D","NL","Newfoundland",25-MAY-23
"A0G 0A7","Port Albert","D","NL","Newfoundland",25-MAY-23
"A0G 0A8","Glovertown South","D","NL","Newfoundland",25-MAY-23
"A0G 0A9","Birchy Bay","D","NL","Newfoundland",25-MAY-23
"A0G 0B1","Glenwood","D","NL","Newfoundland",25-MAY-23
"A0G 0B2","Stoneville","D","NL","Newfoundland",25-MAY-23
"A0G 0B3","Island Harbour","D","NL","Newfoundland",25-MAY-23
"A0G 0B4","Laurenceton","D","NL","Newfoundland",25-MAY-23
"A0G 0B5","Little Burnt Bay","D","NL","Newfoundland",25-MAY-23
"A0G 0B6","Pound Cove","D","NL","Newfoundland",25-MAY-23
"A0G 0B7","Twillingate","D","NL","Newfoundland",25-MAY-23
"A0G 0B8","Joe Batts Arm","D","NL","Newfoundland",25-MAY-23
"A0G 0B9","Wareham-Centreville","D","NL","Newfoundland",25-MAY-23
"A0G 0C1","Benton","D","NL","Newfoundland",25-MAY-23
"A0G 0C2","Campbellton","D","NL","Newfoundland",25-MAY-23
"A0G 0C3","Carmanville","D","NL","Newfoundland",25-MAY-23
"A0G 0C4","Musgrave Harbour","D","NL","Newfoundland",25-MAY-23
"A0G 0C5","Trinity BB","D","NL","Newfoundland",25-MAY-23
"A0G 0C6","St Chads","D","NL","Newfoundland",25-MAY-23
"A0G 0C7","Baytona","D","NL","Newfoundland",25-MAY-23
"A0G 0C8","Valley Pond","D","NL","Newfoundland",25-MAY-23
"A0G 0C9","Fogo","D","NL","Newfoundland",25-MAY-23
"A0G 0E1","Badgers Quay","D","NL","Newfoundland",25-MAY-23
"A0G 0E2","Bridgeport","D","NL","Newfoundland",25-MAY-23
"A0G 0E3","Cape Freels North","D","NL","Newfoundland",25-MAY-23
"A0G 0E4","Dover","D","NL","Newfoundland",25-MAY-23
"A0G 0E5","Gander Bay South","D","NL","Newfoundland",25-MAY-23
"A0G 0E6","Herring Neck","D","NL","Newfoundland",25-MAY-23
"A0G 0E7","Moretons Harbour","D","NL","Newfoundland",25-MAY-23
"A0G 0E8","St Brendans","D","NL","Newfoundland",25-MAY-23
"A0G 0E9","Sandringham","D","NL","Newfoundland",25-MAY-23
"A0G 0G1","Wings Point","D","NL","Newfoundland",25-MAY-23
"A0G 0G2","Durrell","D","NL","Newfoundland",25-MAY-23
"A0G 0G3","Gander Bay","D","NL","Newfoundland",25-MAY-23
"A0G 0G4","Hillgrade","D","NL","Newfoundland",25-MAY-23
"A0G 0G5","Summerford","D","NL","Newfoundland",25-MAY-23
"A0G 0G6","Comfort Cove-Newstead","D","NL","Newfoundland",25-MAY-23
"A0G 0G7","Carters Cove","D","NL","Newfoundland",25-MAY-23
"A0G 0G8","Glovertown","D","NL","Newfoundland",25-MAY-23
"A0G 0G9","Lumsden","D","NL","Newfoundland",25-MAY-23
"A0G 0H1","Ladle Cove","D","NL","Newfoundland",25-MAY-23
"A0G 0H2","Gambo South","D","NL","Newfoundland",25-MAY-23
"A0G 0H3","Greenspond","D","NL","Newfoundland",25-MAY-23
"A0G 0H4","Lewisporte","D","NL","Newfoundland",25-MAY-23
"A0G 0H5","Tilting","D","NL","Newfoundland",25-MAY-23
"A0G 0H6","Templeman","D","NL","Newfoundland",25-MAY-23
"A0G 0H7","Boyds Cove","D","NL","Newfoundland",25-MAY-23
"A0G 0H8","Gambo","D","NL","Newfoundland",25-MAY-23
"A0G 0H9","Horwood","D","NL","Newfoundland",25-MAY-23
"A0G 0J1","Loon Bay","D","NL","Newfoundland",25-MAY-23
"A0G 0J2","Salvage","D","NL","Newfoundland",25-MAY-23
"A0G 0J3","Victoria Cove","D","NL","Newfoundland",25-MAY-23
"A0G 0J4","Wesleyville","D","NL","Newfoundland",25-MAY-23
"A0G 0J5","Change Islands","D","NL","Newfoundland",25-MAY-23
"A0G 0J6","Deadmans Bay","D","NL","Newfoundland",25-MAY-23
"A0G 0J7","Newtown","D","NL","Newfoundland",25-MAY-23
"A0G 0J8","Seldom","D","NL","Newfoundland",25-MAY-23
"A0G 0J9","Traytown","D","NL","Newfoundland",25-MAY-23
"A0G 0K1","Embree","D","NL","Newfoundland",25-MAY-23
"A0G 1A0","Aspen Cove","D","NL","Newfoundland",25-MAY-23
"A0G 1B0","Badgers Quay","D","NL","Newfoundland",25-MAY-23
"A0G 1C0","Benton","D","NL","Newfoundland",25-MAY-23
"A0G 1E0","Birchy Bay","D","NL","Newfoundland",25-MAY-23
"A0G 1G0","Boyds Cove","D","NL","Newfoundland",25-MAY-23
"A0G 1H0","Bridgeport","D","NL","Newfoundland",25-MAY-23
"A0G 1J0","Brookfield","D","NL","Newfoundland",25-MAY-23
"A0G 1K0","Burnside","D","NL","Newfoundland",25-MAY-23
"A0G 1L0","Campbellton","D","NL","Newfoundland",25-MAY-23
"A0G 1M0","Cape Freels North","D","NL","Newfoundland",25-MAY-23
"A0G 1N0","Carmanville","D","NL","Newfoundland",25-MAY-23
"A0G 1P0","Carters Cove","D","NL","Newfoundland",25-MAY-23
"A0G 1R0","Change Islands","D","NL","Newfoundland",25-MAY-23
"A0G 1S0","Cottlesville","D","NL","Newfoundland",25-MAY-23
"A0G 1T0","Gambo","D","NL","Newfoundland",25-MAY-23
"A0G 1V0","Deadmans Bay","D","NL","Newfoundland",25-MAY-23
"A0G 1W0","Deep Bay","D","NL","Newfoundland",25-MAY-23
"A0G 1X0","Dover","D","NL","Newfoundland",25-MAY-23
"A0G 1Y0","Durrell","D","NL","Newfoundland",25-MAY-23
"A0G 1Z0","Eastport","D","NL","Newfoundland",25-MAY-23
"A0G 2A0","Embree","D","NL","Newfoundland",25-MAY-23
"A0G 2B0","Fogo","D","NL","Newfoundland",25-MAY-23
"A0G 2C0","Frederickton","D","NL","Newfoundland",25-MAY-23
"A0G 2E0","Gambo South","D","NL","Newfoundland",25-MAY-23
"A0G 2G0","Gander Bay","D","NL","Newfoundland",25-MAY-23
"A0G 2H0","Gander Bay South","D","NL","Newfoundland",25-MAY-23
"A0G 2J0","Baytona","D","NL","Newfoundland",25-MAY-23
"A0G 2K0","Glenwood","D","NL","Newfoundland",25-MAY-23
"A0G 2L0","Glovertown","D","NL","Newfoundland",25-MAY-23
"A0G 2M0","Glovertown South","D","NL","Newfoundland",25-MAY-23
"A0G 2N0","Greenspond","D","NL","Newfoundland",25-MAY-23
"A0G 2P0","Hare Bay BB","D","NL","Newfoundland",25-MAY-23
"A0G 2R0","Herring Neck","D","NL","Newfoundland",25-MAY-23
"A0G 2S0","Hillgrade","D","NL","Newfoundland",25-MAY-23
"A0G 2T0","Horwood","D","NL","Newfoundland",25-MAY-23
"A0G 2V0","Indian Bay BB","D","NL","Newfoundland",25-MAY-23
"A0G 2W0","Island Harbour","D","NL","Newfoundland",25-MAY-23
"A0G 2X0","Joe Batts Arm","D","NL","Newfoundland",25-MAY-23
"A0G 2Y0","Ladle Cove","D","NL","Newfoundland",25-MAY-23
"A0G 2Z0","Laurenceton","D","NL","Newfoundland",25-MAY-23
"A0G 3A0","Lewisporte","D","NL","Newfoundland",25-MAY-23
"A0G 3B0","Little Burnt Bay","D","NL","Newfoundland",25-MAY-23
"A0G 3C0","Loon Bay","D","NL","Newfoundland",25-MAY-23
"A0G 3E0","Lumsden","D","NL","Newfoundland",25-MAY-23
"A0G 3G0","Main Point","D","NL","Newfoundland",25-MAY-23
"A0G 3H0","Moretons Harbour","D","NL","Newfoundland",25-MAY-23
"A0G 3J0","Musgrave Harbour","D","NL","Newfoundland",25-MAY-23
"A0G 3K0","Comfort Cove-Newstead","D","NL","Newfoundland",25-MAY-23
"A0G 3L0","Newtown","D","NL","Newfoundland",25-MAY-23
"A0G 3M0","Norris Arm","D","NL","Newfoundland",25-MAY-23
"A0G 3N0","Norris Arm Northside","D","NL","Newfoundland",25-MAY-23
"A0G 3P0","Pools Island","D","NL","Newfoundland",25-MAY-23
"A0G 3R0","Port Albert","D","NL","Newfoundland",25-MAY-23
"A0G 3S0","Pound Cove","D","NL","Newfoundland",25-MAY-23
"A0G 3T0","Rodgers Cove","D","NL","Newfoundland",25-MAY-23
"A0G 3V0","St Brendans","D","NL","Newfoundland",25-MAY-23
"A0G 3W0","St Chads","D","NL","Newfoundland",25-MAY-23
"A0G 3X0","Salvage","D","NL","Newfoundland",25-MAY-23
"A0G 3Y0","Sandringham","D","NL","Newfoundland",25-MAY-23
"A0G 3Z0","Seldom","D","NL","Newfoundland",25-MAY-23
"A0G 4A0","Shalloway Cove","D","NL","Newfoundland",25-MAY-23
"A0G 4B0","Stag Harbour","D","NL","Newfoundland",25-MAY-23
"A0G 4C0","Stoneville","D","NL","Newfoundland",25-MAY-23
"A0G 4E0","Summerford","D","NL","Newfoundland",25-MAY-23
"A0G 4G0","Templeman","D","NL","Newfoundland",25-MAY-23
"A0G 4H0","Tilting","D","NL","Newfoundland",25-MAY-23
"A0G 4J0","Tizzards Harbour","D","NL","Newfoundland",25-MAY-23
"A0G 4K0","Traytown","D","NL","Newfoundland",25-MAY-23
"A0G 4L0","Trinity BB","D","NL","Newfoundland",25-MAY-23
"A0G 4M0","Twillingate","D","NL","Newfoundland",25-MAY-23
"A0G 4N0","Victoria Cove","D","NL","Newfoundland",25-MAY-23
"A1A 2N6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2N7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2N8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2N9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2P1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2P2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2P3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2P4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2P5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2P6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2P7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2P8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2P9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2R1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2R2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2R3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2R4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2R5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2R6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2R7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2R8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2R9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2S1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2S2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2S3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2S4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2S5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2S6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2S7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2S8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2S9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2T1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2T2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2T3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2T4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2T5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2T6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2T7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2T8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2T9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2V1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2V2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2V3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2V4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2V5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2V6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2V7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2V8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2V9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2W1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2W2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2W3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2W4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2W5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2W6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2W7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2W8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2W9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2X1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Y5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Y6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Y7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Y8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Y9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Z1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Z2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Z3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Z4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Z5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Z6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Z7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Z8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 2Z9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3A1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3A2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3A3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3A4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3A5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3A6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3A7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3A8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3A9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3B1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3B2","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3B3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3B4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3B5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3B7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3B8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3C1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3C3","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3C4","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3C5","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3C6","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3C7","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3C8","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3C9","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3E1","St. John's","D","NL","Newfoundland",25-MAY-23
"A1A 3E2","St. John's","D","NL","Newfoundland",25-MAY-23
